,Title,Production_Budget,Domestic_Gross,Worldwide_Gross,Profit,Original_Language,Popularity,TMDB_Rating,Vote_Count,Quarter_Num,Year,IMDB_Rating,Runtime,Genre
720,Hot Tub Time Machine,36000000.0,50269859.0,65967750.0,29967750.0,en,10.15,6.0,1383,1,2010,6.4,101.0,Come
1570,Gifted,7000000.0,24801212.0,36964656.0,29964656.0,en,16.745,7.9,2035,2,2017,7.6,101.0,Dram
1833,Kevin Hart: Let Me Explain,2500000.0,32244051.0,32327255.0,29827255.0,en,8.476,6.9,142,3,2013,6.8,75.0,Come
679,Grudge Match,40000000.0,29807260.0,69807260.0,29807260.0,en,7.917999999999999,6.0,711,4,2013,6.4,113.0,Come
783,The Longest Ride,34000000.0,37446117.0,63802928.0,29802928.0,en,11.168,7.5,1908,2,2015,7.1,123.0,Dram
1034,Homefront,22000000.0,20158492.0,51695362.0,29695362.0,en,14.422,6.5,1410,4,2013,6.5,100.0,Acti
220,Clash of the Titans,15000000.0,30000000.0,44400000.0,29400000.0,en,15.574000000000002,5.7,3714,2,2010,5.8,106.0,Acti
1307,Earth to Echo,13000000.0,38934842.0,42174545.0,29174545.0,en,7.189,5.7,377,3,2014,5.8,91.0,Adve
940,Madea's Big Happy Family,25000000.0,53345287.0,54160818.0,29160818.0,en,9.392999999999999,6.7,71,2,2011,4.7,106.0,Come
1155,Soul Surfer,18000000.0,43853424.0,47158652.0,29158652.0,en,8.459,7.0,688,2,2011,7.1,112.0,Biog
1574,Devil's Due,7000000.0,15821461.0,36146087.0,29146087.0,en,5.893,4.5,303,1,2014,4.1,89.0,Horr
1528,A Walk in the Woods,8000000.0,29499394.0,37119358.0,29119358.0,en,6.935,5.9,402,3,2015,6.3,104.0,Adve
1428,Blair Witch,10000000.0,20777061.0,38985577.0,28985577.0,en,9.772,5.0,1094,3,2016,5.0,89.0,Horr
1427,Blair Witch,10000000.0,20777061.0,38985577.0,28985577.0,en,9.772,5.0,1094,3,2016,5.0,89.0,Horr
1935,Cabin Fever,1500000.0,21158188.0,30351664.0,28851664.0,en,7.419,4.6,215,1,2016,3.7,99.0,Horr
1196,"McFarland, USA",17000000.0,44480275.0,45707924.0,28707924.0,en,8.197000000000001,7.3,358,1,2015,7.4,129.0,Biog
1085,She's Out of My League,20000000.0,32010860.0,48680977.0,28680977.0,en,7.775,6.1,970,1,2010,6.4,104.0,Come
270,Cloud Atlas,102000000.0,27108272.0,130673154.0,28673154.0,en,14.681,6.8,4505,4,2012,7.4,172.0,Acti
785,Thunder and the House of Magic,34000000.0,4091.0,62582520.0,28582520.0,en,6.781000000000001,6.3,196,3,2014,6.3,85.0,Adve
493,Sherlock Gnomes,59000000.0,43242871.0,87527651.0,28527651.0,en,12.987,5.4,343,1,2018,5.1,86.0,Adve
1156,Uncle Drew,18000000.0,42469946.0,46527161.0,28527161.0,en,10.835999999999999,6.5,220,2,2018,5.7,103.0,Come
372,Pompeii,80000000.0,23169033.0,108469033.0,28469033.0,en,25.215,5.4,2078,1,2014,5.5,105.0,Acti
923,Lawless,26000000.0,37397291.0,54393687.0,28393687.0,en,12.147,7.0,1660,3,2012,7.3,116.0,Crim
780,The Darkest Hour,34800000.0,21443494.0,62831715.0,28031715.0,en,10.73,4.9,735,4,2011,4.9,89.0,Acti
346,Cats & Dogs: The Revenge of Kitty Galore,85000000.0,43585753.0,113026383.0,28026383.0,en,10.544,4.9,273,3,2010,4.3,82.0,Acti
1048,Death at a Funeral,21000000.0,42739347.0,48977233.0,27977233.0,en,6.862,5.7,439,2,2010,5.7,92.0,Come
1084,Texas Chainsaw 3D,20000000.0,34341945.0,47666013.0,27666013.0,en,18.256,5.3,780,1,2013,4.8,92.0,Horr
1507,Jackie,9000000.0,13960394.0,36588512.0,27588512.0,en,8.818999999999999,6.4,1420,4,2016,6.7,100.0,Biog
1087,The World's End,20000000.0,26004851.0,47508505.0,27508505.0,en,12.719000000000001,6.7,2990,3,2013,7.0,109.0,Acti
946,The Night Before,25000000.0,43035725.0,52427346.0,27427346.0,en,9.014,6.1,956,4,2015,6.4,101.0,Adve
945,The Night Before,25000000.0,43035725.0,52427346.0,27427346.0,en,9.014,6.1,956,4,2015,6.4,101.0,Adve
1493,Amour,9700000.0,6738954.0,36787044.0,27087044.0,fr,10.705,7.7,746,4,2012,7.9,127.0,Dram
890,Florence Foster Jenkins,29000000.0,27383770.0,56000339.0,27000339.0,en,8.453,6.7,849,3,2016,6.8,111.0,Biog
1094,Rough Night,20000000.0,22105643.0,46844357.0,26844357.0,en,14.338,5.6,1096,2,2017,5.2,101.0,Come
950,Peppermint,25000000.0,35418723.0,51800758.0,26800758.0,en,32.476,6.5,716,3,2018,6.5,101.0,Acti
1049,Death at a Funeral,20000000.0,8580428.0,46790428.0,26790428.0,en,6.862,5.7,439,2,2010,5.7,92.0,Come
766,The Tree of Life,35000000.0,13305665.0,61721826.0,26721826.0,en,11.569,6.6,1730,2,2011,6.8,139.0,Dram
288,Point Break,100000000.0,28782481.0,126704591.0,26704591.0,en,9.435,5.6,1260,4,2015,5.3,114.0,Acti
1076,Acrimony,20000000.0,43549096.0,46627836.0,26627836.0,en,10.6,6.6,186,1,2018,5.7,120.0,Dram
1086,The Debt,20000000.0,31177548.0,46604054.0,26604054.0,en,12.697000000000001,6.6,403,3,2011,6.9,113.0,Dram
770,The Walk,35000000.0,10161183.0,61492104.0,26492104.0,en,11.754000000000001,6.9,1906,4,2015,7.3,123.0,Adve
1080,Risen,20000000.0,36880033.0,46255763.0,26255763.0,en,10.089,5.8,433,1,2016,6.3,107.0,Acti
1665,Spring Breakers,5000000.0,14124286.0,31149251.0,26149251.0,en,10.690999999999999,5.0,2495,1,2013,5.3,94.0,Come
559,The Judge,50000000.0,47119388.0,76119388.0,26119388.0,en,16.464000000000002,7.3,2356,4,2014,7.4,141.0,Crim
841,The 15:17 to Paris,30000000.0,36276286.0,56096200.0,26096200.0,en,11.575999999999999,5.3,799,1,2018,5.2,94.0,Biog
1972,You're Next,1000000.0,18494006.0,26887177.0,25887177.0,en,11.45,6.6,1258,3,2013,6.6,95.0,Acti
947,August: Osage County,25000000.0,37738810.0,50738810.0,25738810.0,en,9.586,6.9,843,4,2013,7.2,121.0,Come
948,August: Osage County,25000000.0,37738810.0,50738810.0,25738810.0,en,9.586,6.9,843,4,2013,7.2,121.0,Come
1350,Hell or High Water,12000000.0,27007844.0,37584304.0,25584304.0,en,15.749,7.3,2468,3,2016,7.6,102.0,Acti
1197,Almost Christmas,17000000.0,42065185.0,42493506.0,25493506.0,en,6.532,5.6,245,4,2016,6.1,111.0,Come
1167,Jobs,18000000.0,16131410.0,43402515.0,25402515.0,en,8.023,6.1,1622,3,2013,5.9,128.0,Biog
735,Secretariat,35000000.0,59699513.0,60376247.0,25376247.0,en,9.059,7.0,200,4,2010,7.2,123.0,Biog
1308,Ex Machina,13000000.0,25440971.0,38358392.0,25358392.0,en,18.485,7.6,8026,2,2015,7.7,108.0,Dram
665,Jersey Boys,40000000.0,47047013.0,65282732.0,25282732.0,en,6.933,6.9,380,2,2014,6.8,134.0,Biog
920,Flatliners,20000000.0,16883115.0,45173738.0,25173738.0,en,9.844,5.7,1249,3,2017,5.2,109.0,Dram
1018,Her,23000000.0,25568251.0,48163815.0,25163815.0,en,15.968,7.9,7776,4,2013,8.0,126.0,Dram
1019,Her,23000000.0,25568251.0,48163815.0,25163815.0,en,15.968,7.9,7776,4,2013,8.0,126.0,Dram
1657,The Strangers: Prey at Night,5000000.0,24431472.0,29960051.0,24960051.0,en,13.31,5.4,621,1,2018,5.2,85.0,Horr
378,The Little Prince,77500000.0,1311213.0,102028919.0,24528919.0,en,8.512,7.6,1493,3,2016,7.7,108.0,Adve
516,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,24312301.0,en,9.118,6.2,473,1,2014,6.4,107.0,Adve
1434,My Week with Marilyn,10000000.0,14597405.0,34240572.0,24240572.0,en,12.081,6.7,741,4,2011,7.0,99.0,Biog
1255,Killing Them Softly,15000000.0,14945541.0,39238443.0,24238443.0,en,11.298,6.0,1105,4,2012,6.2,97.0,Crim
1162,Love the Coopers,18000000.0,26302731.0,42227490.0,24227490.0,en,8.261000000000001,5.8,384,4,2015,5.8,107.0,Come
1758,Dark Skies,3500000.0,17418667.0,27704111.0,24204111.0,en,11.582,6.1,1004,1,2013,6.3,97.0,Horr
489,Priest,60000000.0,29136626.0,84154026.0,24154026.0,en,15.318,5.5,1157,2,2011,5.7,87.0,Acti
846,Carrie,1800000.0,25878153.0,25878153.0,24078153.0,en,13.686,5.9,2681,4,2013,5.9,100.0,Dram
845,Carrie,1800000.0,25878153.0,25878153.0,24078153.0,en,9.467,7.1,1766,4,1976,5.9,100.0,Dram
832,The Three Stooges,30000000.0,44338224.0,54052249.0,24052249.0,en,9.357999999999999,5.1,215,2,2012,5.1,92.0,Come
531,The Change-Up,52000000.0,37243418.0,75997067.0,23997067.0,en,12.122,6.0,1406,3,2011,6.3,112.0,Come
1364,Arbitrage,12000000.0,7919574.0,35830713.0,23830713.0,en,12.14,6.2,459,3,2012,6.6,107.0,Dram
1564,The Bye Bye Man,7400000.0,22395806.0,31187727.0,23787727.0,en,9.847000000000001,5.1,678,1,2017,4.3,96.0,Dram
734,A Nightmare on Elm Street,1800000.0,25504513.0,25504513.0,23704513.0,en,9.795,5.5,1408,2,2010,5.2,95.0,Crim
1077,Max,20000000.0,42656255.0,43658157.0,23658157.0,en,7.766,6.8,407,2,2015,6.8,111.0,Adve
1313,Room,13000000.0,14677674.0,36262783.0,23262783.0,en,20.0,8.1,5494,4,2015,8.2,118.0,Dram
1312,Room,13000000.0,14677674.0,36262783.0,23262783.0,en,20.0,8.1,5494,4,2015,8.2,118.0,Dram
1161,Ricki and the Flash,18000000.0,26839498.0,41166033.0,23166033.0,en,8.247,5.8,473,3,2015,5.9,101.0,Come
184,Happy Feet Two,135000000.0,64006466.0,157956466.0,22956466.0,en,8.131,5.9,754,4,2011,5.9,100.0,Adve
752,Adrift,35000000.0,31445011.0,57897191.0,22897191.0,en,16.785999999999998,6.7,1264,2,2018,6.6,96.0,Acti
485,Edge of Darkness,60000000.0,43313890.0,82812456.0,22812456.0,en,11.252,6.3,794,1,2010,6.6,117.0,Crim
1164,The Circle,18000000.0,20497844.0,40651864.0,22651864.0,en,10.932,5.5,2689,2,2017,5.3,110.0,Dram
1163,The Circle,18000000.0,20497844.0,40651864.0,22651864.0,sv,2.398,5.5,48,4,2015,5.3,110.0,Dram
517,Kubo and the Two Strings,55000000.0,48023088.0,77548122.0,22548122.0,en,13.847000000000001,7.7,2029,3,2016,7.8,101.0,Acti
234,Power Rangers,120000000.0,85364450.0,142531552.0,22531552.0,en,15.865,6.2,2667,1,2017,6.0,124.0,Acti
1309,Eye in the Sky,13000000.0,18704596.0,35402802.0,22402802.0,en,10.219,7.1,850,1,2016,7.3,102.0,Dram
1246,Home Again,15000000.0,27020284.0,37336874.0,22336874.0,en,10.478,5.9,659,3,2017,5.8,97.0,Come
1021,Eddie the Eagle,23000000.0,15789389.0,45060480.0,22060480.0,en,11.482999999999999,7.2,1190,1,2016,7.4,106.0,Biog
585,Anna Karenina,49000000.0,12816367.0,71004627.0,22004627.0,en,9.987,6.7,1265,4,2012,6.6,129.0,Dram
1390,Inside Llewyn Davis,11000000.0,13248209.0,32943247.0,21943247.0,en,10.549000000000001,7.2,1400,4,2013,7.5,104.0,Dram
1658,The Way Way Back,5000000.0,21502690.0,26853810.0,21853810.0,en,9.977,7.1,1043,3,2013,7.4,103.0,Come
721,Dolphin Tale 2,36000000.0,42024533.0,57824533.0,21824533.0,en,7.403,6.7,173,3,2014,6.4,107.0,Dram
965,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,21734733.0,en,16.115,6.6,592,4,2018,6.3,124.0,Biog
1423,Mud,10000000.0,21590086.0,31556959.0,21556959.0,en,12.507,7.0,1592,2,2013,7.4,130.0,Dram
1662,Apollo 18,5000000.0,17686929.0,26517819.0,21517819.0,en,8.384,5.0,486,3,2011,5.2,86.0,Horr
1920,Beasts of the Southern Wild,1800000.0,12795746.0,23265132.0,21465132.0,en,7.53,6.9,605,2,2012,7.3,93.0,Adve
1726,The Last Exorcism Part II,4000000.0,15179303.0,25448707.0,21448707.0,en,7.561,4.5,297,1,2013,4.0,88.0,Dram
1835,Hunt for the Wilderpeople,2500000.0,5205471.0,23845533.0,21345533.0,en,12.545,7.8,915,2,2016,7.9,101.0,Adve
1862,It Follows,2000000.0,14674077.0,23250755.0,21250755.0,en,18.419,6.5,3485,1,2015,6.9,100.0,Horr
1861,It Follows,2000000.0,14674077.0,23250755.0,21250755.0,en,18.419,6.5,3485,1,2015,6.9,100.0,Horr
1442,Movie 43,10000000.0,8840453.0,31164747.0,21164747.0,en,12.812999999999999,4.4,1332,1,2013,4.3,94.0,Come
839,The Family,30000000.0,36918811.0,51078541.0,21078541.0,en,2.0,3.4,5,1,2011,6.3,111.0,Come
840,The Family,30000000.0,36918811.0,51078541.0,21078541.0,en,11.571,6.2,1647,3,2013,6.3,111.0,Come
1252,A Most Wanted Man,15000000.0,17237855.0,36068890.0,21068890.0,en,10.267000000000001,6.5,784,3,2014,6.8,122.0,Crim
1198,Beastly,17000000.0,27865571.0,38028230.0,21028230.0,en,10.136000000000001,6.1,1748,1,2011,5.6,86.0,Dram
1353,Project Almanac,12000000.0,22348241.0,32909437.0,20909437.0,en,9.55,6.5,1449,1,2015,6.4,106.0,Dram
1656,Our Idiot Brother,5000000.0,24814830.0,25861249.0,20861249.0,en,8.523,6.1,527,3,2011,6.4,90.0,Come
1351,Katy Perry: Part of Me,12000000.0,25326071.0,32700439.0,20700439.0,en,7.138999999999999,6.8,147,3,2012,5.9,93.0,Docu
398,Killers,75000000.0,47059963.0,95572749.0,20572749.0,en,10.221,5.8,1314,2,2010,5.4,100.0,Acti
612,The Ghost Writer,45000000.0,15541549.0,65532491.0,20532491.0,en,7.829,6.8,1135,1,2010,7.2,128.0,Dram
1663,"Paul, Apostle of Christ",5000000.0,17547999.0,25529498.0,20529498.0,en,12.005,7.1,98,1,2018,6.7,108.0,Adve
1790,Before Midnight,3000000.0,8110621.0,23251930.0,20251930.0,en,11.765,7.4,1039,2,2013,7.9,109.0,Dram
854,Winnie the Pooh,30000000.0,26692846.0,50145607.0,20145607.0,en,11.147,6.9,444,3,2011,7.2,63.0,Adve
1311,The Perks of Being a Wallflower,13000000.0,17742948.0,33069303.0,20069303.0,en,15.148,7.8,5938,3,2012,8.0,103.0,Dram
1288,Suffragette,14000000.0,4702420.0,34044909.0,20044909.0,en,7.763,7.3,982,4,2015,6.9,106.0,Biog
522,Crimson Peak,55000000.0,31090320.0,74966854.0,19966854.0,en,9.897,6.5,2986,4,2015,6.5,119.0,Dram
523,Crimson Peak,55000000.0,31090320.0,74966854.0,19966854.0,en,9.897,6.5,2986,4,2015,6.5,119.0,Dram
1248,The November Man,15000000.0,25018119.0,34820335.0,19820335.0,en,17.747,6.1,852,3,2014,6.3,108.0,Acti
677,Morning Glory,40000000.0,31011732.0,59795070.0,19795070.0,en,10.595,6.3,717,4,2010,6.5,107.0,Come
1093,Monte Carlo,20000000.0,23186769.0,39686769.0,19686769.0,en,11.017000000000001,6.2,1193,3,2011,5.8,109.0,Adve
1295,Seven Psychopaths,13500000.0,15024049.0,33035736.0,19535736.0,en,10.967,6.8,2109,4,2012,7.2,110.0,Come
54,Green Lantern,200000000.0,116601172.0,219535492.0,19535492.0,en,17.257,5.1,4290,2,2011,5.5,114.0,Acti
63,The Great Gatsby,7000000.0,26533200.0,26533200.0,19533200.0,en,15.397,7.4,7120,2,2013,7.3,143.0,Dram
1906,Buried,1987650.0,1044143.0,21270290.0,19282640.0,en,10.888,6.6,1487,3,2010,7.0,95.0,Dram
1263,You Will Meet a Tall Dark Stranger,15000000.0,3247816.0,34247816.0,19247816.0,en,6.209,5.8,431,2,2010,6.3,98.0,Come
425,Hall Pass,68000000.0,45060734.0,87173475.0,19173475.0,en,9.984,5.5,1009,1,2011,5.9,105.0,Come
717,Cop Out,37000000.0,44875481.0,55909910.0,18909910.0,en,8.82,5.4,796,1,2010,5.6,107.0,Acti
907,The Spy Next Door,28000000.0,24307106.0,46752858.0,18752858.0,en,10.745999999999999,5.7,650,1,2010,5.5,94.0,Acti
1660,Race,5000000.0,19115191.0,23745772.0,18745772.0,en,8.705,7.2,910,1,2016,7.1,134.0,Biog
1426,The Disaster Artist,10000000.0,21120616.0,28717667.0,18717667.0,en,13.27,7.2,1895,4,2017,7.4,104.0,Biog
1425,The Disaster Artist,10000000.0,21120616.0,28717667.0,18717667.0,en,13.27,7.2,1895,4,2017,7.4,104.0,Biog
1127,Admiral,20000000.0,0.0,38585047.0,18585047.0,nl,5.466,6.4,86,1,2016,7.0,151.0,Acti
847,Death Wish,30000000.0,34017028.0,48575965.0,18575965.0,en,18.014,5.9,1207,1,2018,6.4,107.0,Acti
367,Evolution,80000000.0,38311134.0,98341932.0,18341932.0,fr,4.208,6.3,73,3,2015,6.0,81.0,Dram
368,Evolution,80000000.0,38311134.0,98341932.0,18341932.0,fr,4.208,6.3,73,3,2015,6.0,81.0,Dram
867,The Last Stand,30000000.0,12050299.0,48330757.0,18330757.0,en,15.894,5.9,1692,1,2013,6.4,107.0,Acti
1090,On the Basis of Sex,20000000.0,24622687.0,38073377.0,18073377.0,en,32.624,7.4,225,4,2018,6.9,120.0,Biog
260,Ender's Game,110000000.0,61737191.0,127983283.0,17983283.0,en,15.533,6.6,3558,4,2013,6.6,114.0,Acti
421,Dinner for Schmucks,69000000.0,73026337.0,86796502.0,17796502.0,en,6.632000000000001,5.6,920,3,2010,5.9,114.0,Come
1533,Enough Said,8000000.0,17550872.0,25621449.0,17621449.0,en,8.722000000000001,6.7,464,3,2013,7.0,93.0,Come
971,Legend,25000000.0,1872994.0,42425450.0,17425450.0,en,10.542,6.2,509,2,1986,7.0,132.0,Biog
972,Legend,25000000.0,1872994.0,42425450.0,17425450.0,en,10.542,6.2,509,2,1986,7.0,132.0,Biog
973,Legend,25000000.0,1872994.0,42425450.0,17425450.0,en,10.195,6.8,1692,4,2015,7.0,132.0,Biog
975,Legend,25000000.0,1872994.0,42425450.0,17425450.0,en,10.195,6.8,1692,4,2015,7.0,132.0,Biog
974,Legend,25000000.0,1872994.0,42425450.0,17425450.0,en,10.542,6.2,509,2,1986,7.0,132.0,Biog
86,The Jungle Book,27000000.0,44342956.0,44342956.0,17342956.0,en,20.129,6.8,5257,2,2016,7.4,106.0,Adve
1435,Big Eyes,10000000.0,14482031.0,27317872.0,17317872.0,en,12.017000000000001,7.0,2153,4,2014,7.0,106.0,Biog
1725,A Haunted House 2,4000000.0,17329487.0,21206861.0,17206861.0,en,6.9479999999999995,5.5,597,2,2014,4.7,86.0,Come
1668,Fifty Shades of Black,5000000.0,11686940.0,22113075.0,17113075.0,en,8.783999999999999,4.4,677,1,2016,3.5,92.0,Come
1772,Margin Call,3400000.0,5353586.0,20433227.0,17033227.0,en,9.498,6.8,856,4,2011,7.1,107.0,Dram
1050,For Colored Girls,21000000.0,37729698.0,38017873.0,17017873.0,en,2.858,6.8,33,4,2010,6.1,133.0,Dram
567,Run All Night,50000000.0,26461644.0,66961644.0,16961644.0,en,17.592,6.4,1684,1,2015,6.6,114.0,Acti
1102,Burnt,20000000.0,13651946.0,36773510.0,16773510.0,en,12.761,6.4,1841,4,2015,6.6,101.0,Come
1103,Burnt,20000000.0,13651946.0,36773510.0,16773510.0,en,12.761,6.4,1841,4,2015,6.6,101.0,Come
2016,Fruitvale Station,900000.0,16098998.0,17549645.0,16649645.0,en,9.587,7.4,645,3,2013,7.5,85.0,Biog
848,Entourage,30000000.0,32363404.0,46438538.0,16438538.0,en,13.802,6.2,647,2,2015,6.6,104.0,Come
488,The Mortal Instruments: City of Bones,60000000.0,31165421.0,75965567.0,15965567.0,en,16.484,6.3,2915,3,2013,5.9,130.0,Acti
794,The Big Wedding,32500000.0,21819348.0,48425971.0,15925971.0,en,11.231,5.8,678,2,2013,5.6,89.0,Come
626,Snatched,42000000.0,45852178.0,57852177.0,15852177.0,en,10.92,5.3,495,2,2017,4.5,90.0,Acti
1974,Blue Valentine,1000000.0,9737892.0,16566240.0,15566240.0,en,8.994,6.9,1677,4,2010,7.4,112.0,Dram
1975,Blue Valentine,1000000.0,9737892.0,16566240.0,15566240.0,en,8.994,6.9,1677,4,2010,7.4,112.0,Dram
1976,Unfriended: Dark Web,1000000.0,8866745.0,16434588.0,15434588.0,en,17.861,6.1,365,3,2018,5.9,92.0,Crim
748,Concussion,35000000.0,34531832.0,50363790.0,15363790.0,en,5.202000000000001,5.5,55,2,2013,7.1,123.0,Biog
749,Concussion,35000000.0,34531832.0,50363790.0,15363790.0,en,12.809000000000001,7.1,1435,4,2015,7.1,123.0,Biog
953,Fist Fight,25000000.0,32187017.0,40286416.0,15286416.0,en,9.808,6.0,708,1,2017,5.6,91.0,Come
889,Logan Lucky,29000000.0,27778642.0,44264271.0,15264271.0,en,15.743,6.7,1627,3,2017,7.0,118.0,Come
664,The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0,15249159.0,en,9.216000000000001,6.7,605,3,2012,6.6,105.0,Come
1608,The Guard,6000000.0,5359774.0,21197454.0,15197454.0,en,10.177,6.9,563,3,2011,7.3,96.0,Come
1865,Hardcore Henry,2000000.0,9252038.0,17187434.0,15187434.0,en,10.459000000000001,6.2,1294,2,2016,6.7,96.0,Acti
1245,When the Game Stands Tall,15000000.0,30127963.0,30138912.0,15138912.0,en,6.08,6.6,185,3,2014,6.7,115.0,Dram
1778,Sorry to Bother You,3200000.0,17493096.0,18285560.0,15085560.0,en,15.887,6.9,481,3,2018,7.0,111.0,Come
924,The Best of Me,26000000.0,26766213.0,41059418.0,15059418.0,en,8.622,7.3,1512,4,2014,6.7,118.0,Dram
1524,Middle School: The Worst Years of My Life,8500000.0,20007149.0,23311293.0,14811293.0,en,8.479,7.0,190,4,2016,6.1,92.0,Come
399,Sucker Punch,75000000.0,36392502.0,89758389.0,14758389.0,en,14.415999999999999,6.0,2716,1,2011,6.1,110.0,Acti
1666,It Comes at Night,5000000.0,13985117.0,19720203.0,14720203.0,en,12.337,5.8,1141,2,2017,6.2,91.0,Horr
1091,Endless Love,20000000.0,23438250.0,34718173.0,14718173.0,en,8.776,6.8,990,1,2014,6.3,104.0,Dram
1420,Sparkle,10000000.0,24397469.0,24660323.0,14660323.0,en,1.715,7.0,7,3,2010,5.7,116.0,Dram
1421,Sparkle,10000000.0,24397469.0,24660323.0,14660323.0,en,4.417,5.9,53,3,2012,5.7,116.0,Dram
1864,Silent House,2000000.0,12739737.0,16610760.0,14610760.0,en,7.079,5.2,184,1,2011,5.3,86.0,Dram
1531,Much Ado About Nothing,8000000.0,22549338.0,22549338.0,14549338.0,en,5.952000000000001,7.2,165,2,2013,7.2,109.0,Come
1532,Much Ado About Nothing,8000000.0,22549338.0,22549338.0,14549338.0,es,1.213,6.8,9,1,2016,7.2,109.0,Come
566,The Host,50000000.0,26623701.0,64477051.0,14477051.0,en,11.458,6.2,2788,1,2013,5.9,125.0,Acti
1128,Zambezia,20000000.0,0.0,34454336.0,14454336.0,en,7.931,5.6,131,3,2012,5.8,83.0,Adve
1523,Baggage Claim,8500000.0,21569509.0,22885836.0,14385836.0,en,8.666,5.4,127,3,2013,5.1,96.0,Come
949,Million Dollar Arm,25000000.0,36447959.0,39217912.0,14217912.0,en,7.771,6.8,353,2,2014,7.0,124.0,Biog
1866,Winter's Bone,2000000.0,6531503.0,16131551.0,14131551.0,en,9.824,6.9,931,2,2010,7.2,100.0,Dram
957,Don't Be Afraid of the Dark,25000000.0,24046682.0,39126427.0,14126427.0,en,8.405,5.5,550,4,2010,5.6,99.0,Fant
1352,Top Five,12000000.0,25317379.0,26001741.0,14001741.0,en,6.322,6.3,281,4,2014,6.4,102.0,Come
959,The Eagle,25000000.0,19490041.0,38993548.0,13993548.0,en,8.443,6.1,694,1,2011,6.2,114.0,Acti
1667,Before I Fall,5000000.0,12241072.0,18945682.0,13945682.0,en,14.584000000000001,7.0,2135,1,2017,6.4,98.0,Dram
1100,Lockout,20000000.0,14326865.0,33943049.0,13943049.0,en,11.273,5.9,1004,2,2012,6.1,95.0,Acti
1597,Shame,6500000.0,4002293.0,20412841.0,13912841.0,en,13.152000000000001,7.0,1607,4,2011,7.2,101.0,Dram
1598,Shame,6500000.0,4002293.0,20412841.0,13912841.0,sv,7.642,7.8,77,4,1968,7.2,101.0,Dram
309,Seventh Son,95000000.0,17725785.0,108874967.0,13874967.0,en,22.855999999999998,5.3,1549,1,2015,5.5,102.0,Acti
1516,Polisse,8900000.0,176988.0,22744132.0,13844132.0,fr,7.682,7.8,670,4,2011,7.3,127.0,Crim
1051,Kidnap,21000000.0,30718107.0,34836080.0,13836080.0,en,10.959000000000001,6.0,805,3,2017,5.9,95.0,Crim
954,The Sitter,25000000.0,30542576.0,38749404.0,13749404.0,en,11.571,5.4,472,4,2011,5.7,81.0,Come
951,The Gambler,25000000.0,33680992.0,38718031.0,13718031.0,en,8.807,5.8,783,4,2014,6.0,111.0,Crim
1141,Leap Year,19000000.0,25918920.0,32618920.0,13618920.0,en,11.821,6.7,990,1,2010,6.5,100.0,Come
1142,Leap Year,19000000.0,25918920.0,32618920.0,13618920.0,es,2.563,5.6,30,2,2011,6.5,100.0,Come
1033,Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35609577.0,13609577.0,en,10.839,5.6,193,2,2017,4.4,91.0,Come
1422,Kevin Hart: What Now?,10000000.0,23591043.0,23591043.0,13591043.0,en,7.7860000000000005,6.5,159,4,2016,5.9,96.0,Come
1789,Upgrade,3000000.0,11977130.0,16553285.0,13553285.0,en,21.413,7.4,1326,2,2018,7.6,100.0,Acti
764,Parker,35000000.0,17616641.0,48543388.0,13543388.0,en,14.95,5.8,1868,1,2013,6.2,118.0,Acti
1705,The Lobster,4500000.0,9196278.0,18019834.0,13519834.0,en,15.64,6.9,2895,2,2016,7.1,119.0,Come
1706,The Lobster,4500000.0,9196278.0,18019834.0,13519834.0,en,15.64,6.9,2895,2,2016,7.1,119.0,Come
1020,Haywire,23000000.0,18942396.0,36374700.0,13374700.0,en,10.015,5.6,747,4,2011,5.8,93.0,Acti
265,Allied,106000000.0,40098064.0,119266661.0,13266661.0,en,19.611,6.7,2765,4,2016,7.1,124.0,Acti
264,Allied,106000000.0,40098064.0,119266661.0,13266661.0,en,19.611,6.7,2765,4,2016,7.1,124.0,Acti
710,The Master,37500000.0,16247159.0,50647416.0,13147416.0,en,12.829,7.1,1323,3,2012,7.1,138.0,Dram
991,Carnage,25000000.0,2546747.0,38112154.0,13112154.0,en,10.181000000000001,7.1,1478,4,2011,7.2,80.0,Come
1503,Black or White,9000000.0,21571189.0,21971021.0,12971021.0,en,8.05,6.8,193,1,2015,6.6,121.0,Dram
1504,Black or White,9000000.0,21571189.0,21971021.0,12971021.0,en,8.05,6.8,193,1,2015,6.6,121.0,Dram
903,30 Minutes or Less,28000000.0,37053924.0,40966716.0,12966716.0,en,11.315,5.6,825,3,2011,6.1,83.0,Acti
1759,Forever My Girl,3500000.0,16376066.0,16376066.0,12876066.0,en,15.953,7.4,406,1,2018,6.7,108.0,Dram
1089,You Again,20000000.0,25702053.0,32838945.0,12838945.0,en,10.208,6.2,734,3,2010,5.8,105.0,Come
676,Patriots Day,40000000.0,31886361.0,52837989.0,12837989.0,en,15.435,6.9,1337,4,2016,7.4,133.0,Acti
675,Patriots Day,40000000.0,31886361.0,52837989.0,12837989.0,en,15.435,6.9,1337,4,2016,7.4,133.0,Acti
